id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
86908,Chevrolet,Camaro 1LT,2018,48000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,49000
52542,Land,Rover Defender,2023,9000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,78000
157518,Mercedes-Benz,CLK-Class CLK 350,2009,111000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,8400
15131,Toyota,Tundra SR5,2016,51902,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,47214
162223,Porsche,911 Carrera,2020,25240,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,36495
96997,RAM,2500 Longhorn,2018,51351,Gasoline,6.4L V8 16V MPFI OHV,6-Speed Automatic,Delmonico Red Pearlcoat,Diesel Gray / Black,None reported,Yes,26500
136953,BMW,328 i xDrive,2015,106000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,12500
136250,BMW,540 i xDrive,2024,1160,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,89000
184304,Chevrolet,Corvette Stingray w/2LT,2023,9400,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,52000
111131,Toyota,Camry LE,2007,189500,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,11400
93372,Toyota,Avalon Touring,2015,90000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,36250
6322,Lexus,LC 500 Base,2021,6400,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,194965
114195,RAM,1500 Big Horn,2022,14636,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,,48000
49397,Toyota,Highlander XLE,2021,19361,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Ruby Flare Pearl,Black,None reported,Yes,42850
25635,Porsche,Cayenne GTS,2014,122600,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,11500
165158,Mercedes-Benz,AMG C 43 Base 4MATIC,2019,54500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,None reported,Yes,37500
153899,Jeep,Wrangler Sahara,2009,137000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,12500
13571,Ford,Mustang GT Premium,2017,60000,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,35000
99056,Ford,F-150 XLT,2018,67516,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Medium Stone,None reported,Yes,33290
7643,Volkswagen,Golf GTI 2.0T SE 4-Door,2016,153000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,12500
34760,Chevrolet,Camaro ZL1,2020,19200,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,60000
138612,Volkswagen,Golf SportWagen TSI SE,2017,96476,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,16500
75770,Mercedes-Benz,GLE 450 GLE 450,2019,35248,Hybrid,3.0 Liter Turbo,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,None reported,,49998
13871,Cadillac,Escalade EXT Base,2009,79500,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,None reported,Yes,40500
117521,Lexus,RX 330 Base,2003,151896,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Beige,None reported,Yes,17800
2760,Audi,TT 1.8T,2012,129567,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,6000
147285,Lexus,GX 460 Premium,2018,95000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,38500
20987,Ford,F-150 XLT,2021,69849,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Iconic Silver Metallic,Black,None reported,Yes,43999
99471,Chevrolet,Corvette Stingray w/2LT,2023,1300,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,84000
97714,Jeep,Liberty Renegade,2007,82900,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,6699
56765,Audi,A5 2.0T Premium,2020,33000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,36000
113810,Ford,Focus SE,2018,60109,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,17900
47629,Nissan,Frontier SV,2011,65750,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,18300
90457,Ford,Transit-350 XLT,2014,140500,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,23900
125066,Subaru,Outback 3.6R Limited,2019,74600,Gasoline,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,31853
117520,Chevrolet,Sonic LT,2010,125470,Gasoline,–,A/T,Purple,Black,None reported,Yes,4000
23239,Audi,SQ5 3.0T Premium Plus,2019,22300,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,34900
160691,Ford,Transit Connect XL,2017,61720,E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,26800
35914,Mitsubishi,Eclipse Spyder GT,2004,130000,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,7300
30022,Toyota,Sequoia Limited,2011,100574,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,–,None reported,Yes,9500
165709,Dodge,Challenger SRT Hellcat,2017,8700,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,49500
50442,Honda,Element EX,2008,90601,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,15900
121610,Chevrolet,Silverado 1500 Custom Trail Boss,2005,155000,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,8500
91427,BMW,M4 Base,2016,60000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,23000
116184,BMW,435 i,2014,82900,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24900
27448,Porsche,911 Carrera 4S,2004,59400,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,17500
102883,Mercedes-Benz,GLS 450 Base 4MATIC,2018,40950,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,38500
161650,Pontiac,Firebird Base,2001,130000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,4500
91157,BMW,750 750i xDrive,2020,7121,Gasoline,4.4 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,None reported,Yes,37999
105830,Ford,F-150 XLT,2022,23300,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,40000
86270,RAM,1500 Sport,2015,114890,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,6-Speed Automatic,Diamond Black,Black,None reported,Yes,13895
186847,Chevrolet,Silverado 1500 1LT,2020,65000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,33000
149692,Nissan,370Z Touring,2018,48000,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,36000
139382,Land,Rover Range Rover P530 SE LWB 7 Seat,2023,9000,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,White,None reported,Yes,103500
76943,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,28300,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,42000
111754,Subaru,Outback Limited XT,2019,37806,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,–,None reported,Yes,36500
151954,Volkswagen,Arteon SEL R-Line,2021,23230,Gasoline,276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,68990
176700,INFINITI,QX60 Base,2017,76495,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,24200
175758,Ford,F-250 XLT,2022,18526,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Pearl White,Black,,,76373
8790,Cadillac,DTS Luxury II,2003,41059,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,11500
33100,Ford,F-150 Lariat,2021,32500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,41000
118598,Ford,F-250 XLT Crew Cab Super Duty,2008,110000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,6700
35066,Land,Rover Range Rover Sport HSE,2019,37248,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,44900
129320,BMW,335 i,2012,123000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,14999
180165,Ford,F-250 XLT,2021,9142,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,37500
27162,Audi,Q5 2.0T Premium Plus,2019,69000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,34000
24179,Lincoln,Town Car Signature,2004,140450,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,5500
72228,Subaru,Ascent Touring 7-Passenger,2016,135484,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,15363
49495,Ford,E250 Cargo,2008,100000,Gasoline,225.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,,,9999
68216,Nissan,350Z Enthusiast,2000,188000,–,–,A/T,White,Beige,At least 1 accident or damage reported,Yes,12750
20467,Volvo,S60 T6 Momentum,2020,43850,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Charcoal,At least 1 accident or damage reported,,27633
183813,Mercedes-Benz,AMG GT 53 Base,2021,14000,Gasoline,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,75000
121499,Toyota,Tundra Platinum,2012,90000,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,8500
187867,Nissan,Titan SV,2020,25361,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,At least 1 accident or damage reported,Yes,51950
34108,Ford,Expedition Max Limited,2020,35000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,45000
15621,Land,Rover Range Rover HSE SWB,2020,46891,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,30000
119578,Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2022,14676,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,None reported,Yes,69500
157210,Volvo,V60 Cross Country T5,2018,70700,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,29950
150998,Mercedes-Benz,CLS 450 Base,2021,11350,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Silver,Silver,None reported,Yes,104999
178545,Porsche,911 Carrera,2014,107543,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,21800
145519,BMW,X3 xDrive30i,2019,37000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,30000
26970,Chrysler,300 S,2014,87500,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,14999
94411,Ford,Transit Connect XLT,2009,160900,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,6800
98468,Porsche,911 GT3,2023,2950,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,83500
28056,GMC,Yukon Denali Ultimate,2023,2500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,104900
122627,BMW,528 i xDrive,2015,57918,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,33500
4167,Toyota,Camry XLE,2009,81400,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,19995
122311,Audi,A6 55 Premium Plus,2020,45090,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Brown,None reported,Yes,49000
2508,BMW,M3 Base,2009,48600,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,55000
125286,Mercedes-Benz,SL-Class SL500 Roadster,2005,40570,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,26000
152218,BMW,328 i xDrive,2015,91420,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,19500
47151,Mazda,CX-30 Select,2018,64290,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,30510
188169,Toyota,Tacoma TRD Sport,2020,28567,Gasoline,3.5 Liter,Automatic,Platinum White Pearl,Black,None reported,,69998
50145,Mercedes-Benz,C-Class C 300 4MATIC Sport,2018,1575,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,–,None reported,Yes,44700
522,Subaru,Impreza WRX STI,2014,67250,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,15500
93320,Audi,S4 3.0T Premium Plus,2013,51300,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,12500
143643,BMW,335 i,2008,102000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,4100
124465,Mercedes-Benz,CLK-Class CLK 350,2008,93000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,17900
69941,Land,Rover Discovery S,2007,138412,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,10500
182579,Acura,TLX PMC Edition,2020,33060,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,31000
150922,Cadillac,ATS 3.6L Luxury,2013,89700,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,17000
13668,Lexus,GX 460 Base,2010,90000,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,16000
60709,Lexus,IS 250 Base,2008,130000,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,5000
98987,Toyota,4Runner TRD Off Road,2019,88000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,41400
17815,Buick,Enclave Essence,2021,31181,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Rich Garnet Metallic,Chestnut,At least 1 accident or damage reported,Yes,26288
36816,BMW,335 i,2009,69764,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,17550
176131,Audi,A5 2.0T Premium Plus,2013,96800,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,Brown,None reported,Yes,17000
145630,Audi,Q5 2.0T Premium Plus,2018,24500,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,39900
83719,Cadillac,ATS 2.5L,2013,113000,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,17500
111616,Jeep,Grand Cherokee L Laredo,2021,24001,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Global Black,None reported,Yes,33172
137598,Mercedes-Benz,S-Class S 63 AMG,2011,9728,Gasoline,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,75000
116777,Audi,A3 2.0T Premium,2015,11110,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,12999
26555,Mercedes-Benz,AMG GT 63 S 4-Door,2012,11650,Gasoline,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,62425
30941,Toyota,Highlander Limited,2011,160000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,11500
113,Ford,Excursion Limited,2003,116157,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,10900
115105,Chevrolet,Suburban LTZ,2016,105667,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,White,Beige,At least 1 accident or damage reported,Yes,36750
64513,Ford,Explorer Platinum,2020,61117,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Iconic Silver Metallic,Ebony Black,At least 1 accident or damage reported,Yes,50658
122272,Cadillac,Escalade ESV Luxury,2014,54000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,22500
29996,BMW,335 i,2007,75000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,12900
159654,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,59271,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,40000
183646,Chrysler,300 Touring,2009,123000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,M/T,Blue,Beige,None reported,Yes,15000
94371,BMW,M8 Gran Coupe Competition,2023,3500,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,99000
102287,BMW,650 i xDrive,2013,161000,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,7500
120600,Audi,A5 2.0T Premium,2015,83298,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,28000
61204,Bentley,Continental GT V8,2022,7585,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,C / C,Hotspur,None reported,Yes,193063
178272,BMW,M3 Base,2012,71097,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,Yes,16700
28958,Ford,F-150 Tremor,2023,2750,Hybrid,430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,Gray,None reported,Yes,85000
77346,BMW,M3 Base,2012,110000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,9000
54185,BMW,540 i xDrive,2022,2448,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,279900
162837,Mercedes-Benz,AMG C 63 S,2017,39800,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,92900
118230,Mercedes-Benz,GL-Class GL 450 4MATIC,2022,35000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,54000
164975,Porsche,911 Carrera,2016,50000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,24500
67761,Toyota,Sequoia Limited,2014,173456,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,16000
154576,Chevrolet,Camaro 2SS,2014,7928,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,15500
78534,Audi,RS Q8 4.0T quattro,2022,4900,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Daytona Gray Pearl Effect,Black,None reported,,204900
79655,Toyota,Sequoia Platinum,2023,20200,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Gray,Black,None reported,Yes,91000
61504,Acura,MDX 3.5L w/Technology Package,2021,30275,Gasoline,3.5 Liter,Automatic,Eminent White Pearl,Espresso,None reported,,46598
36524,Cadillac,Escalade Platinum,2019,48613,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,32000
29434,Maserati,Ghibli S Q4 GranSport,2018,19000,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,46900
87874,Mazda,CX-30 Select,2021,16878,Gasoline,2.5L I4 16V PDI DOHC Turbo,9-Speed Automatic,White,–,None reported,Yes,52889
93817,Hyundai,Tucson SE,2011,170000,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,7900
85172,Jeep,Gladiator Overland,2021,44362,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Yes,29995
155158,Volkswagen,Golf GTI 2.0T SE 4-Door,2020,47000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,27500
52407,Mercedes-Benz,E-Class E 400 4MATIC,2018,45203,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,White,Saddle Brown,None reported,,30775
80268,Ford,Mustang GT,2014,147589,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,24999
32019,Porsche,Macan,2023,4106,Gasoline,2.0 Liter,Automatic,Carrara White Metallic,Black,None reported,,59549
